plan_id,brand_name,display_name,type,tariff_type,supply_c_per_day,single_rate_c_per_kwh,feed_in_c_per_kwh,controlled_load_c_per_kwh,pay_on_time_only,plan_doc_url
AGL1055659MRE2@EME,AGL,Residential Seniors Saver - New To AGL (No Exit Fee),MARKET,SINGLE_RATE,,36.25,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055659MRE2@EME
AGL1055660MRE2@EME,AGL,Residential Netflix Plan - New To AGL (No Exit Fee),MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055660MRE2@EME
AGL1055657MRE2@EME,AGL,Residential Seniors Saver - New To AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055657MRE2@EME
AGL1055642MRE2@EME,AGL,Residential Smart Saver - BP Fuel New To AGL,MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055642MRE2@EME
AGL1055649MRE2@EME,AGL,Residential Smart Saver - Velocity New To AGL,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055649MRE2@EME
AGL1055641MRE2@EME,AGL,Residential Smart Saver - BP Fuel New To AGL,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055641MRE2@EME
AGL1055647MRE2@EME,AGL,Residential Smart Saver - Velocity New To AGL,MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055647MRE2@EME
AGL1055636MRE2@EME,AGL,Residential Smart Saver - New To AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055636MRE2@EME
AGL1055646MRE2@EME,AGL,Residential Smart Saver - Velocity New To AGL,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055646MRE2@EME
AGL1055656MRE2@EME,AGL,Residential Seniors Saver - New To AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055656MRE2@EME
AGL1055654MRE2@EME,AGL,Residential Smart Saver - Westpac New to AGL,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055654MRE2@EME
AGL1055648MRE2@EME,AGL,Residential Smart Saver - Velocity New To AGL,MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055648MRE2@EME
AGL1055635MRE2@EME,AGL,Residential Smart Saver - New To AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055635MRE2@EME
AGL1055643MRE2@EME,AGL,Residential Smart Saver - BP Fuel New To AGL,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055643MRE2@EME
AGL1055645MRE2@EME,AGL,Residential Smart Saver - Velocity New To AGL,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055645MRE2@EME
AGL1055644MRE2@EME,AGL,Residential Smart Saver - BP Fuel New To AGL,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055644MRE2@EME
AGL1055639MRE2@EME,AGL,Residential Smart Saver - New To AGL (No Exit Fee),MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055639MRE2@EME
AGL1055652MRE2@EME,AGL,Residential Smart Saver - Westpac New to AGL,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055652MRE2@EME
AGL1055650MRE2@EME,AGL,Residential Smart Saver - Westpac New to AGL,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055650MRE2@EME
AGL1055651MRE2@EME,AGL,Residential Smart Saver - Westpac New to AGL,MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055651MRE2@EME
AGL1055653MRE2@EME,AGL,Residential Smart Saver - Westpac New to AGL,MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055653MRE2@EME
AGL1055655MRE2@EME,AGL,Residential Seniors Saver - New To AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055655MRE2@EME
AGL1055640MRE2@EME,AGL,Residential Smart Saver - BP Fuel New To AGL,MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055640MRE2@EME
AGL1055638MRE2@EME,AGL,Residential Smart Saver - New To AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055638MRE2@EME
AGL1055637MRE2@EME,AGL,Residential Smart Saver - New To AGL (No Exit Fee),MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055637MRE2@EME
AGL1061063MRE1@EME,AGL,Three for Free (No Exit Fee),MARKET,TIME_OF_USE,,,16.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1061063MRE1@EME
AGL1061064MRE1@EME,AGL,Three for Free (No Exit Fee),MARKET,TIME_OF_USE,,,16.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1061064MRE1@EME
AGL1061058MRE1@EME,AGL,Three for Free (No Exit Fee),MARKET,SINGLE_RATE,,41.99,16.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1061058MRE1@EME
AGL1061059MRE1@EME,AGL,Three for Free (No Exit Fee),MARKET,SINGLE_RATE,,41.99,16.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1061059MRE1@EME
AGL1059359MBE1@EME,AGL,Business Multi Property (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1059359MBE1@EME
AGL1059353MBE1@EME,AGL,Business Multi Property (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1059353MBE1@EME
AGL1059314MBE1@EME,AGL,Business Multi Property - New to AGL (No Exit Fee),MARKET,SINGLE_RATE,,38.01,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1059314MBE1@EME
AGL1059340MBE1@EME,AGL,Business Multi Property - New to AGL (No Exit Fee),MARKET,SINGLE_RATE,,38.01,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1059340MBE1@EME
AGL1059347MBE1@EME,AGL,Business Multi Property (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1059347MBE1@EME
AGL1059313MBE1@EME,AGL,Business Multi Property - New to AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1059313MBE1@EME
AGL1059373MBE1@EME,AGL,Business Multi Property (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1059373MBE1@EME
AGL1059374MBE1@EME,AGL,Business Multi Property (No Exit Fee),MARKET,SINGLE_RATE,,38.01,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1059374MBE1@EME
AGL1059379MBE1@EME,AGL,Business Multi Property (No Exit Fee),MARKET,SINGLE_RATE,,38.01,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1059379MBE1@EME
AGL1059383MBE1@EME,AGL,Business Multi Property (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1059383MBE1@EME
AGL1059338MBE1@EME,AGL,Business Multi Property - New to AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1059338MBE1@EME
AGL1059316MBE1@EME,AGL,Business Multi Property - New to AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1059316MBE1@EME
AGL1059334MBE1@EME,AGL,Business Multi Property - New to AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1059334MBE1@EME
AGL1059315MBE1@EME,AGL,Business Multi Property - New to AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1059315MBE1@EME
AGL1055719MRE1@EME,AGL,Residential Netflix Plan - 3rd Party No Exit Fee,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055719MRE1@EME
AGL1055724MRE1@EME,AGL,Residential Solar Savers - 3rd Party,MARKET,TIME_OF_USE,,,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055724MRE1@EME
AGL1055723MRE1@EME,AGL,Residential Solar Savers - 3rd Party,MARKET,SINGLE_RATE,,40.94,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055723MRE1@EME
AGL1055722MRE1@EME,AGL,Residential Solar Savers - 3rd Party,MARKET,TIME_OF_USE,,,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055722MRE1@EME
AGL1055721MRE1@EME,AGL,Residential Solar Savers - 3rd Party,MARKET,TIME_OF_USE,,,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055721MRE1@EME
AGL1055716MRE1@EME,AGL,Residential Netflix Plan - 3rd Party No Exit Fee,MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055716MRE1@EME
AGL1055720MRE1@EME,AGL,Residential Solar Savers - 3rd Party,MARKET,SINGLE_RATE,,40.94,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055720MRE1@EME
AGL1055718MRE1@EME,AGL,Residential Netflix Plan - 3rd Party No Exit Fee,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055718MRE1@EME
AGL1055715MRE1@EME,AGL,Residential Netflix Plan - 3rd Party No Exit Fee,MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055715MRE1@EME
AGL1055714MRE1@EME,AGL,Residential Smart Saver - 3rd Party,MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055714MRE1@EME
AGL1055717MRE1@EME,AGL,Residential Netflix Plan - 3rd Party No Exit Fee,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055717MRE1@EME
AGL1055713MRE1@EME,AGL,Residential Smart Saver - 3rd Party,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055713MRE1@EME
AGL1055685MRE1@EME,AGL,Residential Smart Saver - Velocity (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055685MRE1@EME
AGL1055711MRE1@EME,AGL,Residential Smart Saver - 3rd Party,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055711MRE1@EME
AGL1055687MRE1@EME,AGL,Residential Smart Saver - Velocity (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055687MRE1@EME
AGL1055693MRE1@EME,AGL,Residential Smart Saver - Westpac (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055693MRE1@EME
AGL1055689MRE1@EME,AGL,Residential Smart Saver - Westpac (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055689MRE1@EME
AGL1055707MRE1@EME,AGL,Residential Solar Savers (No Exit Fee),MARKET,TIME_OF_USE,,,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055707MRE1@EME
AGL1055698MRE1@EME,AGL,Residential Seniors Saver (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055698MRE1@EME
AGL1055702MRE1@EME,AGL,Residential Netflix Plan - No Exit Fee,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055702MRE1@EME
AGL1055691MRE1@EME,AGL,Residential Smart Saver - Westpac (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055691MRE1@EME
AGL1055677MRE1@EME,AGL,Residential Smart Saver (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055677MRE1@EME
AGL1055683MRE1@EME,AGL,Residential Smart Saver - BP Fuel,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055683MRE1@EME
AGL1055696MRE1@EME,AGL,Residential Seniors Saver (No Exit Fee),MARKET,SINGLE_RATE,,36.25,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055696MRE1@EME
AGL1055704MRE1@EME,AGL,Residential Netflix Plan - No Exit Fee,MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055704MRE1@EME
AGL1055709MRE1@EME,AGL,Residential Solar Savers (No Exit Fee),MARKET,SINGLE_RATE,,40.94,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055709MRE1@EME
AGL1055676MRE1@EME,AGL,Residential Smart Saver (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055676MRE1@EME
AGL1055710MRE1@EME,AGL,Residential Smart Saver - 3rd Party,MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055710MRE1@EME
AGL1055708MRE1@EME,AGL,Residential Solar Savers (No Exit Fee),MARKET,TIME_OF_USE,,,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055708MRE1@EME
AGL1055712MRE1@EME,AGL,Residential Smart Saver - 3rd Party,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055712MRE1@EME
AGL1055706MRE1@EME,AGL,Residential Solar Savers (No Exit Fee),MARKET,SINGLE_RATE,,40.94,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055706MRE1@EME
AGL1055674MRE1@EME,AGL,Residential Smart Saver (No Exit Fee),MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055674MRE1@EME
AGL1055684MRE1@EME,AGL,Residential Smart Saver - Velocity (No Exit Fee),MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055684MRE1@EME
AGL1055703MRE1@EME,AGL,Residential Netflix Plan - No Exit Fee,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055703MRE1@EME
AGL1055705MRE1@EME,AGL,Residential Solar Savers (No Exit Fee),MARKET,TIME_OF_USE,,,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055705MRE1@EME
AGL1055701MRE1@EME,AGL,Residential Netflix Plan - No Exit Fee,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055701MRE1@EME
AGL1055695MRE1@EME,AGL,Residential Seniors Saver (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055695MRE1@EME
AGL1055694MRE1@EME,AGL,Residential Seniors Saver (No Exit Fee),MARKET,SINGLE_RATE,,36.25,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055694MRE1@EME
AGL1055681MRE1@EME,AGL,Residential Smart Saver - BP Fuel,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055681MRE1@EME
AGL1055678MRE1@EME,AGL,Residential Smart Saver (No Exit Fee),MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055678MRE1@EME
AGL1055700MRE1@EME,AGL,Residential Netflix Plan - No Exit Fee,MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055700MRE1@EME
AGL1055692MRE1@EME,AGL,Residential Smart Saver - Westpac (No Exit Fee),MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055692MRE1@EME
AGL1055699MRE1@EME,AGL,Residential Seniors Saver (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055699MRE1@EME
AGL1055690MRE1@EME,AGL,Residential Smart Saver - Westpac (No Exit Fee),MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055690MRE1@EME
AGL1055682MRE1@EME,AGL,Residential Smart Saver - BP Fuel,MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055682MRE1@EME
AGL1055686MRE1@EME,AGL,Residential Smart Saver - Velocity (No Exit Fee),MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055686MRE1@EME
AGL1055697MRE1@EME,AGL,Residential Seniors Saver (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055697MRE1@EME
AGL1055688MRE1@EME,AGL,Residential Smart Saver - Velocity (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055688MRE1@EME
AGL1055680MRE1@EME,AGL,Residential Smart Saver - BP Fuel,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055680MRE1@EME
AGL1055679MRE1@EME,AGL,Residential Smart Saver - BP Fuel,MARKET,SINGLE_RATE,,38.38,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055679MRE1@EME
AGL1055675MRE1@EME,AGL,Residential Smart Saver (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1055675MRE1@EME
AGL1041980MBE1@EME,AGL,Business Smart Saver - New to AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1041980MBE1@EME
AGL1041985MBE1@EME,AGL,Business Smart Saver - New to AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1041985MBE1@EME
AGL1041982MBE1@EME,AGL,Business Smart Saver - New to AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1041982MBE1@EME
AGL1041984MBE1@EME,AGL,Business Smart Saver - New to AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1041984MBE1@EME
AGL1041983MBE1@EME,AGL,Business Smart Saver - New to AGL (No Exit Fee),MARKET,SINGLE_RATE,,39.4,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1041983MBE1@EME
AGL1041979MBE1@EME,AGL,Business Smart Saver - New to AGL (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1041979MBE1@EME
AGL1041978MBE1@EME,AGL,Business Smart Saver - New to AGL (No Exit Fee),MARKET,SINGLE_RATE,,39.4,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL1041978MBE1@EME
AGL907778MBE4@EME,AGL,Business Smart Saver - 3rd Party (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL907778MBE4@EME
AGL907784MBE4@EME,AGL,Business Smart Saver - 3rd Party (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL907784MBE4@EME
AGL907782MBE4@EME,AGL,Business Smart Saver - 3rd Party (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL907782MBE4@EME
AGL907777MBE4@EME,AGL,Business Smart Saver - 3rd Party (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL907777MBE4@EME
AGL907775MBE4@EME,AGL,Business Smart Saver - 3rd Party (No Exit Fee),MARKET,SINGLE_RATE,,39.4,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL907775MBE4@EME
AGL907787MBE4@EME,AGL,Business Smart Saver - 3rd Party (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL907787MBE4@EME
AGL907783MBE4@EME,AGL,Business Smart Saver - 3rd Party (No Exit Fee),MARKET,SINGLE_RATE,,39.4,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL907783MBE4@EME
AGL737886SBE9@EME,AGL,Business Standing Offer (No Exit Fee),STANDING,TIME_OF_USE,,,49.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL737886SBE9@EME
AGL737887SBE9@EME,AGL,Business Standing Offer (No Exit Fee),STANDING,TIME_OF_USE,,,49.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL737887SBE9@EME
AGL737934MBE10@EME,AGL,Business Basics (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL737934MBE10@EME
AGL907793MBE3@EME,AGL,Business Smart Saver (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL907793MBE3@EME
AGL907795MBE3@EME,AGL,Business Smart Saver (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL907795MBE3@EME
AGL907797MBE3@EME,AGL,Business Smart Saver (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL907797MBE3@EME
AGL907788MBE3@EME,AGL,Business Smart Saver (No Exit Fee),MARKET,SINGLE_RATE,,39.4,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL907788MBE3@EME
AGL907776MBE3@EME,AGL,Business Smart Saver (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL907776MBE3@EME
AGL907774MBE3@EME,AGL,Business Smart Saver (No Exit Fee),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL907774MBE3@EME
AGL907781MBE3@EME,AGL,Business Smart Saver (No Exit Fee),MARKET,SINGLE_RATE,,39.4,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL907781MBE3@EME
AGL205695SBE30@EME,AGL,Business Standing Offer (No Exit Fee),STANDING,TIME_OF_USE,,,49.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL205695SBE30@EME
AGL238822SRE26@EME,AGL,Residential Standing Offer - No Exit Fee,STANDING,TIME_OF_USE,,,49.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL238822SRE26@EME
AGL205704SBE30@EME,AGL,Business Standing Offer (No Exit Fee),STANDING,TIME_OF_USE,,,49.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL205704SBE30@EME
AGL205699SBE30@EME,AGL,Business Standing Offer (No Exit Fee),STANDING,TIME_OF_USE,,,49.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL205699SBE30@EME
AGL15398SBE31@EME,AGL,Business Standing Offer (No Exit Fee),STANDING,SINGLE_RATE,,46.36,49.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL15398SBE31@EME
AGL15440SBE33@EME,AGL,Business Standing Offer (No Exit Fee),STANDING,TIME_OF_USE,,,49.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL15440SBE33@EME
AGL15441SBE33@EME,AGL,Business Standing Offer (No Exit Fee),STANDING,TIME_OF_USE,,,49.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL15441SBE33@EME
AGL205696SBE30@EME,AGL,Business Standing Offer (No Exit Fee),STANDING,TIME_OF_USE,,,49.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL205696SBE30@EME
AGL15385SRE30@EME,AGL,Residential Standing Offer - No Exit Fee,STANDING,SINGLE_RATE,,42.65,49.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL15385SRE30@EME
AGL15399SBE31@EME,AGL,Business Standing Offer (No Exit Fee),STANDING,SINGLE_RATE,,46.36,49.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL15399SBE31@EME
AGL15386SRE30@EME,AGL,Residential Standing Offer - No Exit Fee,STANDING,SINGLE_RATE,,42.65,49.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL15386SRE30@EME
AGL100553SRE30@EME,AGL,Residential Standing Offer - No Exit Fee,STANDING,TIME_OF_USE,,,49.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL100553SRE30@EME
AGL100552SRE30@EME,AGL,Residential Standing Offer - No Exit Fee,STANDING,TIME_OF_USE,,,49.0,,False,https://www.energymadeeasy.gov.au/plan?id=AGL100552SRE30@EME
ENE743520SBE13@EME,EnergyAustralia,Standing Offer Business - 7 Day Time of Use Demand,STANDING,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE743520SBE13@EME
ENE252018MBE28@EME,EnergyAustralia,Business Balance Plan 12 - Peak Only,MARKET,SINGLE_RATE,,45.317,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE252018MBE28@EME
ENE743545MBE16@EME,EnergyAustralia,Business Rate Fix  - 7 Day Time of Use Demand,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE743545MBE16@EME
ENE234198MBE26@EME,EnergyAustralia,Business Rate Fix  - 7 Day Time of Use,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE234198MBE26@EME
ENE743525MBE15@EME,EnergyAustralia,Business Balance Plan 12 - 7 Day Time of Use Demand,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE743525MBE15@EME
ENE32428SBE26@EME,EnergyAustralia,Standing Offer Business - Peak with CL 1 & 2,STANDING,SINGLE_RATE,,45.317,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE32428SBE26@EME
ENE32487SBE26@EME,EnergyAustralia,Standing Offer Business - 5 Day Time of Use,STANDING,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE32487SBE26@EME
ENE32427SBE26@EME,EnergyAustralia,Standing Offer Business - Peak Only,STANDING,SINGLE_RATE,,45.317,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE32427SBE26@EME
ENE252034MBE27@EME,EnergyAustralia,Business Balance Plan 12 - 7 Day Time of Use,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE252034MBE27@EME
