plan_id,brand_name,display_name,type,tariff_type,supply_c_per_day,single_rate_c_per_kwh,feed_in_c_per_kwh,controlled_load_c_per_kwh,pay_on_time_only,plan_doc_url
ENE252026MBE27@EME,EnergyAustralia,Business Balance Plan 12 - 5 Day Time of Use,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE252026MBE27@EME
ENE252010MBE28@EME,EnergyAustralia,Business Balance Plan 12 - Peak with CL,MARKET,SINGLE_RATE,,45.317,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE252010MBE28@EME
ENE234178MBE26@EME,EnergyAustralia,Business Rate Fix  - 5 Day Time of Use,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE234178MBE26@EME
ENE234174MBE26@EME,EnergyAustralia,Business Rate Fix - Peak Only,MARKET,SINGLE_RATE,,45.317,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE234174MBE26@EME
ENE234175MBE26@EME,EnergyAustralia,Business Rate Fix  - Peak with CL,MARKET,SINGLE_RATE,,45.317,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE234175MBE26@EME
ENE120649SBE21@EME,EnergyAustralia,Standing Offer Business - 7 Day Time of Use,STANDING,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE120649SBE21@EME
ENE996208MRE3@EME,EnergyAustralia,Balance Plan - My Connect,MARKET,SINGLE_RATE,,41.984,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE996208MRE3@EME
ENE996206MRE3@EME,EnergyAustralia,Balance Plan - My Connect,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE996206MRE3@EME
ENE996207MRE3@EME,EnergyAustralia,Balance Plan - My Connect,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE996207MRE3@EME
ENE996209MRE3@EME,EnergyAustralia,Balance Plan - My Connect,MARKET,SINGLE_RATE,,41.984,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE996209MRE3@EME
ENE996212MRE3@EME,EnergyAustralia,Balance Plan - Residential Connections,MARKET,SINGLE_RATE,,41.984,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE996212MRE3@EME
ENE996213MRE3@EME,EnergyAustralia,Balance Plan - Residential Connections,MARKET,SINGLE_RATE,,41.984,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE996213MRE3@EME
ENE996211MRE3@EME,EnergyAustralia,Balance Plan - Residential Connections,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE996211MRE3@EME
ENE996210MRE3@EME,EnergyAustralia,Balance Plan - Residential Connections,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE996210MRE3@EME
ENE94153SRE32@EME,EnergyAustralia,Standing Offer (Home),STANDING,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE94153SRE32@EME
ENE681819MRE11@EME,EnergyAustralia,Rate Fix,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE681819MRE11@EME
ENE681802MRE11@EME,EnergyAustralia,Rate Fix,MARKET,SINGLE_RATE,,41.984,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE681802MRE11@EME
ENE676774MRE10@EME,EnergyAustralia,Balance Plan - Connect Now,MARKET,SINGLE_RATE,,41.984,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE676774MRE10@EME
ENE681811MRE11@EME,EnergyAustralia,Rate Fix,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE681811MRE11@EME
ENE681809MRE11@EME,EnergyAustralia,Rate Fix,MARKET,SINGLE_RATE,,41.984,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE681809MRE11@EME
ENE676772MRE10@EME,EnergyAustralia,Balance Plan - Connect Now,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE676772MRE10@EME
ENE676768MRE10@EME,EnergyAustralia,Balance Plan - Third Party Offer,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE676768MRE10@EME
ENE676771MRE10@EME,EnergyAustralia,Balance Plan - Connect Now,MARKET,SINGLE_RATE,,41.984,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE676771MRE10@EME
ENE676773MRE10@EME,EnergyAustralia,Balance Plan - Connect Now,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE676773MRE10@EME
ENE676769MRE10@EME,EnergyAustralia,Balance Plan - Third Party Offer,MARKET,SINGLE_RATE,,41.984,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE676769MRE10@EME
ENE676761MRE10@EME,EnergyAustralia,Balance Plan - Third Party Offer,MARKET,SINGLE_RATE,,41.984,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE676761MRE10@EME
ENE676762MRE10@EME,EnergyAustralia,Balance Plan - Third Party Offer,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE676762MRE10@EME
ENE360428MRE26@EME,EnergyAustralia,Solar Max,MARKET,TIME_OF_USE,,,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE360428MRE26@EME
ENE379811MRE22@EME,EnergyAustralia,Flexi Plan,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE379811MRE22@EME
ENE360412MRE26@EME,EnergyAustralia,Solar Max,MARKET,TIME_OF_USE,,,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE360412MRE26@EME
ENE379838MRE22@EME,EnergyAustralia,Flexi Plan,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE379838MRE22@EME
ENE379831MRE22@EME,EnergyAustralia,Flexi Plan,MARKET,SINGLE_RATE,,41.984,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE379831MRE22@EME
ENE379843MRE22@EME,EnergyAustralia,Flexi Plan,MARKET,SINGLE_RATE,,41.984,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE379843MRE22@EME
ENE360429MRE26@EME,EnergyAustralia,Solar Max,MARKET,SINGLE_RATE,,41.984,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE360429MRE26@EME
ENE360418MRE26@EME,EnergyAustralia,Solar Max,MARKET,SINGLE_RATE,,41.984,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE360418MRE26@EME
ENE247405SRE28@EME,EnergyAustralia,Standing Offer (Home),STANDING,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE247405SRE28@EME
ENE19219SRE39@EME,EnergyAustralia,Standing Offer (Home),STANDING,SINGLE_RATE,,41.984,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE19219SRE39@EME
ENE19189SRE39@EME,EnergyAustralia,Standing Offer (Home),STANDING,SINGLE_RATE,,41.984,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENE19189SRE39@EME
ENG1048448MRE2@EME,ENGIE,SA -ENGIE VPP Advantage Elec,MARKET,TIME_OF_USE,,,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048448MRE2@EME
ENG1048447MRE2@EME,ENGIE,SA -ENGIE VPP Advantage Elec,MARKET,TIME_OF_USE,,,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048447MRE2@EME
ENG1048446MRE2@EME,ENGIE,SA -ENGIE VPP Advantage Elec,MARKET,SINGLE_RATE,,41.88,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048446MRE2@EME
ENG1048439MBE1@EME,ENGIE,SA_ ENGIE Business GreenPower electricity,MARKET,SINGLE_RATE,,46.17,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048439MBE1@EME
ENG1048445MRE2@EME,ENGIE,SA -ENGIE VPP Advantage Elec,MARKET,SINGLE_RATE,,41.88,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048445MRE2@EME
ENG1048441MBE1@EME,ENGIE,SA_ ENGIE Business GreenPower electricity,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048441MBE1@EME
ENG1048440MBE1@EME,ENGIE,SA_ ENGIE Business GreenPower electricity,MARKET,SINGLE_RATE,,46.17,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048440MBE1@EME
ENG1048443MBE1@EME,ENGIE,SA_ ENGIE Business GreenPower electricity,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048443MBE1@EME
ENG1048442MBE1@EME,ENGIE,SA_ ENGIE Business GreenPower electricity,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048442MBE1@EME
ENG1048984MRE1@EME,ENGIE,SA_ ENGIE Movers Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048984MRE1@EME
ENG1048989MRE1@EME,ENGIE,SA ENGIE SOHO Movers Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048989MRE1@EME
ENG1048988MRE1@EME,ENGIE,SA ENGIE SOHO Movers Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048988MRE1@EME
ENG1048990MRE1@EME,ENGIE,SA ENGIE SOHO Movers Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048990MRE1@EME
ENG1048985MRE1@EME,ENGIE,SA_ ENGIE Movers Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048985MRE1@EME
ENG1048987MRE1@EME,ENGIE,SA ENGIE SOHO Movers Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048987MRE1@EME
ENG1048297MRE1@EME,ENGIE,SA_ENGIE Home Business Flyer Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048297MRE1@EME
ENG1048299MRE1@EME,ENGIE,SA_ENGIE Home Business Flyer Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048299MRE1@EME
ENG1048298MRE1@EME,ENGIE,SA_ENGIE Home Business Flyer Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048298MRE1@EME
ENG1048296MRE1@EME,ENGIE,SA_ENGIE Home Business Flyer Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048296MRE1@EME
ENG1048977MBE1@EME,ENGIE,SA_ENGIE Business Flyer Elec,MARKET,SINGLE_RATE,,46.17,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048977MBE1@EME
ENG1048982MRE1@EME,ENGIE,SA_ ENGIE Movers Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048982MRE1@EME
ENG1048980MBE1@EME,ENGIE,SA_ENGIE Business Flyer Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048980MBE1@EME
ENG1048983MRE1@EME,ENGIE,SA_ ENGIE Movers Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048983MRE1@EME
ENG1048978MBE1@EME,ENGIE,SA_ENGIE Business Flyer Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048978MBE1@EME
ENG1048979MBE1@EME,ENGIE,SA_ENGIE Business Flyer Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048979MBE1@EME
ENG1048976MBE1@EME,ENGIE,SA_ENGIE Business Flyer Elec,MARKET,SINGLE_RATE,,46.17,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048976MBE1@EME
ENG1048198MRE1@EME,ENGIE,SA ENGIE Home Business GreenPower electricity,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048198MRE1@EME
ENG1048197MRE1@EME,ENGIE,SA ENGIE Home Business GreenPower electricity,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048197MRE1@EME
ENG1048195MRE1@EME,ENGIE,SA ENGIE Home Business GreenPower electricity,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048195MRE1@EME
ENG1048196MRE1@EME,ENGIE,SA ENGIE Home Business GreenPower electricity,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048196MRE1@EME
ENG1048194MBE1@EME,ENGIE,SA_ ENGIE Business GreenPower Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048194MBE1@EME
ENG1048886MRE1@EME,ENGIE,SA _ ENGIE Solar Elec,MARKET,SINGLE_RATE,,41.88,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048886MRE1@EME
ENG1048888MRE1@EME,ENGIE,SA _ ENGIE Solar Elec,MARKET,TIME_OF_USE,,,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048888MRE1@EME
ENG1048889MRE1@EME,ENGIE,SA _ ENGIE Solar Elec,MARKET,TIME_OF_USE,,,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048889MRE1@EME
ENG1048887MRE1@EME,ENGIE,SA _ ENGIE Solar Elec,MARKET,SINGLE_RATE,,41.88,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048887MRE1@EME
ENG1048883MRE1@EME,ENGIE,SA ENGIE Movie Perks Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048883MRE1@EME
ENG1048882MRE1@EME,ENGIE,SA ENGIE Movie Perks Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048882MRE1@EME
ENG1048884MRE1@EME,ENGIE,SA ENGIE Movie Perks Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048884MRE1@EME
ENG1048881MRE1@EME,ENGIE,SA ENGIE Movie Perks Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048881MRE1@EME
ENG1048193MBE1@EME,ENGIE,SA_ ENGIE Business GreenPower Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048193MBE1@EME
ENG1048192MBE1@EME,ENGIE,SA_ ENGIE Business GreenPower Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048192MBE1@EME
ENG1048190MBE1@EME,ENGIE,SA_ ENGIE Business GreenPower Elec,MARKET,SINGLE_RATE,,46.17,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048190MBE1@EME
ENG1048191MBE1@EME,ENGIE,SA_ ENGIE Business GreenPower Elec,MARKET,SINGLE_RATE,,46.17,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048191MBE1@EME
ENG1049594MRE1@EME,ENGIE,SA_ENGIE Home Business GreenPower Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049594MRE1@EME
ENG1049593MRE1@EME,ENGIE,SA_ENGIE Home Business GreenPower Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049593MRE1@EME
ENG1049591MRE1@EME,ENGIE,SA_ENGIE Home Business GreenPower Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049591MRE1@EME
ENG1049592MRE1@EME,ENGIE,SA_ENGIE Home Business GreenPower Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049592MRE1@EME
ENG1049409MRE1@EME,ENGIE,SA ENGIE EV Flex Charge Elec,MARKET,TIME_OF_USE,,,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049409MRE1@EME
ENG1049408MRE1@EME,ENGIE,SA ENGIE EV Flex Charge Elec,MARKET,TIME_OF_USE,,,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049408MRE1@EME
ENG1049407MRE1@EME,ENGIE,SA ENGIE EV Flex Charge Elec,MARKET,SINGLE_RATE,,41.88,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049407MRE1@EME
ENG1049406MRE1@EME,ENGIE,SA ENGIE EV Flex Charge Elec,MARKET,SINGLE_RATE,,41.88,8.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049406MRE1@EME
ENG1047809MRE1@EME,ENGIE,SA_ ENGIE Everyday Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1047809MRE1@EME
ENG1047808MRE1@EME,ENGIE,SA_ ENGIE Everyday Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1047808MRE1@EME
ENG1047806MRE1@EME,ENGIE,SA_ ENGIE Everyday Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1047806MRE1@EME
ENG1047786MRE1@EME,ENGIE,SA_ ENGIE Seniors Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1047786MRE1@EME
ENG1047807MRE1@EME,ENGIE,SA_ ENGIE Everyday Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1047807MRE1@EME
ENG1047788MRE1@EME,ENGIE,SA_ ENGIE Seniors Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1047788MRE1@EME
ENG1047785MRE1@EME,ENGIE,SA_ ENGIE Seniors Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1047785MRE1@EME
ENG1047787MRE1@EME,ENGIE,SA_ ENGIE Seniors Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1047787MRE1@EME
ENG938049SRE4@EME,ENGIE,SA ENGIE Home Business Standing elec,STANDING,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG938049SRE4@EME
ENG938047SRE4@EME,ENGIE,SA ENGIE Home Business Standing elec,STANDING,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG938047SRE4@EME
ENG938050SRE4@EME,ENGIE,SA ENGIE Home Business Standing elec,STANDING,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG938050SRE4@EME
ENG938046SRE4@EME,ENGIE,SA ENGIE Home Business Standing elec,STANDING,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG938046SRE4@EME
ENG1049239MBE1@EME,ENGIE,SA ENGIE Business Movers Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049239MBE1@EME
ENG1049238MBE1@EME,ENGIE,SA ENGIE Business Movers Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049238MBE1@EME
ENG1048572MRE1@EME,ENGIE,SA ENGIE Perks Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048572MRE1@EME
ENG1048573MRE1@EME,ENGIE,SA ENGIE Perks Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048573MRE1@EME
ENG1048628MBE1@EME,ENGIE,SA ENGIE Business Everyday Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048628MBE1@EME
ENG1048626MBE1@EME,ENGIE,SA ENGIE Business Everyday Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048626MBE1@EME
ENG1048625MBE1@EME,ENGIE,SA ENGIE Business Everyday Elec,MARKET,SINGLE_RATE,,46.17,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048625MBE1@EME
ENG1048627MBE1@EME,ENGIE,SA ENGIE Business Everyday Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048627MBE1@EME
ENG1048624MBE1@EME,ENGIE,SA ENGIE Business Everyday Elec,MARKET,SINGLE_RATE,,46.17,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048624MBE1@EME
ENG1048605MRE1@EME,ENGIE,SA_ ENGIE GreenPower electricity,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048605MRE1@EME
ENG1048606MRE1@EME,ENGIE,SA_ ENGIE GreenPower electricity,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048606MRE1@EME
ENG1048603MRE1@EME,ENGIE,SA_ ENGIE GreenPower electricity,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048603MRE1@EME
ENG1048604MRE1@EME,ENGIE,SA_ ENGIE GreenPower electricity,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048604MRE1@EME
ENG1048574MRE1@EME,ENGIE,SA ENGIE Perks Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048574MRE1@EME
ENG1049236MBE1@EME,ENGIE,SA ENGIE Business Movers Elec,MARKET,SINGLE_RATE,,46.17,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049236MBE1@EME
ENG1049235MBE1@EME,ENGIE,SA ENGIE Business Movers Elec,MARKET,SINGLE_RATE,,46.17,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049235MBE1@EME
ENG1049237MBE1@EME,ENGIE,SA ENGIE Business Movers Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049237MBE1@EME
ENG937954SBE4@EME,ENGIE,SA ENGIE Business Standing elec,STANDING,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG937954SBE4@EME
ENG937949SBE4@EME,ENGIE,SA ENGIE Business Standing elec,STANDING,SINGLE_RATE,,46.17,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG937949SBE4@EME
ENG937950SBE4@EME,ENGIE,SA ENGIE Business Standing elec,STANDING,SINGLE_RATE,,46.17,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG937950SBE4@EME
ENG937952SBE4@EME,ENGIE,SA ENGIE Business Standing elec,STANDING,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG937952SBE4@EME
ENG937951SBE4@EME,ENGIE,SA ENGIE Business Standing elec,STANDING,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG937951SBE4@EME
ENG1048571MRE1@EME,ENGIE,SA ENGIE Perks Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048571MRE1@EME
ENG1048509MRE1@EME,ENGIE,SA ENGIE Home Business Everyday Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048509MRE1@EME
ENG1048506MRE1@EME,ENGIE,SA ENGIE Home Business Everyday Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048506MRE1@EME
ENG1048508MRE1@EME,ENGIE,SA ENGIE Home Business Everyday Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048508MRE1@EME
ENG1049179MRE1@EME,ENGIE,SA_ ENGIE GreenPower Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049179MRE1@EME
ENG1049180MRE1@EME,ENGIE,SA_ ENGIE GreenPower Elec,MARKET,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049180MRE1@EME
ENG1049177MRE1@EME,ENGIE,SA_ ENGIE GreenPower Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049177MRE1@EME
ENG1049178MRE1@EME,ENGIE,SA_ ENGIE GreenPower Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1049178MRE1@EME
ENG1048507MRE1@EME,ENGIE,SA ENGIE Home Business Everyday Elec,MARKET,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG1048507MRE1@EME
ENG937894SRE4@EME,ENGIE,SA ENGIE Standing elec,STANDING,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG937894SRE4@EME
ENG937896SRE4@EME,ENGIE,SA ENGIE Standing elec,STANDING,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG937896SRE4@EME
ENG937897SRE4@EME,ENGIE,SA ENGIE Standing elec,STANDING,TIME_OF_USE,,,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG937897SRE4@EME
ENG937893SRE4@EME,ENGIE,SA ENGIE Standing elec,STANDING,SINGLE_RATE,,41.88,45.0,,False,https://www.energymadeeasy.gov.au/plan?id=ENG937893SRE4@EME
ALI1008595MRE3@EME,Alinta Energy,HomeDeal Advantage - Time of Use (Interval),MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ALI1008595MRE3@EME
ALI1008596MRE3@EME,Alinta Energy,HomeDeal Advantage - Time of Use (Interval) + CL,MARKET,TIME_OF_USE,,,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ALI1008596MRE3@EME
ALI1008592MRE3@EME,Alinta Energy,HomeDeal Advantage - Demand Single Rate + CL,MARKET,SINGLE_RATE,,46.06,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ALI1008592MRE3@EME
ALI1008591MRE3@EME,Alinta Energy,HomeDeal Advantage - Demand Single Rate,MARKET,SINGLE_RATE,,46.06,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ALI1008591MRE3@EME
ALI1008594MRE3@EME,Alinta Energy,HomeDeal Advantage - Single Rate + CL,MARKET,SINGLE_RATE,,39.85,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ALI1008594MRE3@EME
ALI1008593MRE3@EME,Alinta Energy,HomeDeal Advantage - Single Rate,MARKET,SINGLE_RATE,,39.85,44.0,,False,https://www.energymadeeasy.gov.au/plan?id=ALI1008593MRE3@EME
